machine_id,machine_type,component,component_age,prev_failures,num_services_since_install,component_age_x_services,time_since_last_service,RUL,event_type_encoded,lifecycle_id,is_failure
2,Excavator,Engine,8500,12,2,53502,222,18251.0,0,12,0
2,Excavator,Brake System,4295,19,1,4295,3000,9047.0,1,19,0
2,Excavator,Hydraulic Pump,6000,19,1,6000,3000,8547.0,1,19,0
2,Excavator,Engine,8529,12,2,17058,3000,18222.0,1,12,0
2,Excavator,Hydraulic Pump,6000,19,1,14547,2547,8547.0,0,19,0
2,Excavator,Brake System,4500,19,2,26684,47,8842.0,0,19,0
2,Excavator,Engine,9000,12,3,80253,222,17751.0,0,12,0
2,Excavator,Hydraulic Pump,6500,19,2,29094,2547,8047.0,0,19,0
2,Excavator,Brake System,5000,19,2,26684,47,8342.0,0,19,0
2,Excavator,Engine,9500,12,3,80253,222,17251.0,0,12,0
2,Excavator,Hydraulic Pump,7000,19,2,29094,2547,7547.0,0,19,0
2,Excavator,Brake System,5500,19,2,26684,47,7842.0,0,19,0
2,Excavator,Engine,10000,12,3,80253,222,16751.0,0,12,0
2,Excavator,Hydraulic Pump,7500,19,2,29094,2547,7047.0,0,19,0
2,Excavator,Brake System,6000,19,2,26684,47,7342.0,0,19,0
2,Excavator,Engine,10500,12,3,80253,222,16251.0,0,12,0
2,Excavator,Hydraulic Pump,8000,19,2,29094,2547,6547.0,0,19,0
2,Excavator,Brake System,6500,19,2,26684,47,6842.0,0,19,0
2,Excavator,Engine,11000,12,3,80253,222,15751.0,0,12,0
2,Excavator,Hydraulic Pump,8500,19,2,29094,2547,6047.0,0,19,0
2,Excavator,Brake System,7000,19,2,26684,47,6342.0,0,19,0
2,Excavator,Engine,11500,12,3,80253,222,15251.0,0,12,0
2,Excavator,Engine,11529,12,3,34587,3000,15222.0,1,12,0
2,Excavator,Hydraulic Pump,9000,19,2,29094,2547,5547.0,0,19,0
2,Excavator,Brake System,7295,19,2,14590,3000,6047.0,1,19,0
2,Excavator,Hydraulic Pump,9000,19,2,18000,3000,5547.0,1,19,0
2,Excavator,Brake System,7500,19,3,40026,47,5842.0,0,19,0
2,Excavator,Engine,12000,12,4,107004,222,14751.0,0,12,0
2,Excavator,Hydraulic Pump,9500,19,3,43641,2547,5047.0,0,19,0
2,Excavator,Brake System,8000,19,3,40026,47,5342.0,0,19,0
2,Excavator,Engine,12500,12,4,107004,222,14251.0,0,12,0
2,Excavator,Hydraulic Pump,10000,19,3,43641,2547,4547.0,0,19,0
2,Excavator,Brake System,8500,19,3,40026,47,4842.0,0,19,0
2,Excavator,Engine,13000,12,4,107004,222,13751.0,0,12,0
2,Excavator,Hydraulic Pump,10500,19,3,43641,2547,4047.0,0,19,0
2,Excavator,Brake System,9000,19,3,40026,47,4342.0,0,19,0
2,Excavator,Engine,13500,12,4,107004,222,13251.0,0,12,0
2,Excavator,Hydraulic Pump,11000,19,3,43641,2547,3547.0,0,19,0
2,Excavator,Brake System,9500,19,3,40026,47,3842.0,0,19,0
2,Excavator,Engine,14000,12,4,107004,222,12751.0,0,12,0
2,Excavator,Hydraulic Pump,11500,19,3,43641,2547,3047.0,0,19,0
2,Excavator,Brake System,10000,19,3,40026,47,3342.0,0,19,0
2,Excavator,Engine,14500,12,4,107004,222,12251.0,0,12,0
2,Excavator,Brake System,10295,19,3,30885,3000,3047.0,1,19,0
2,Excavator,Hydraulic Pump,12000,19,3,36000,3000,2547.0,1,19,0
2,Excavator,Engine,14529,12,4,58116,3000,12222.0,1,12,0
2,Excavator,Hydraulic Pump,12000,19,3,43641,2547,2547.0,0,19,0
2,Excavator,Brake System,10500,19,4,53368,47,2842.0,0,19,0
2,Excavator,Engine,15000,12,5,133755,222,11751.0,0,12,0
2,Excavator,Hydraulic Pump,12500,19,4,58188,2547,2047.0,0,19,0
2,Excavator,Brake System,11000,19,4,53368,47,2342.0,0,19,0
2,Excavator,Engine,15500,12,5,133755,222,11251.0,0,12,0
2,Excavator,Hydraulic Pump,13000,19,4,58188,2547,1547.0,0,19,0
2,Excavator,Brake System,11500,19,4,53368,47,1842.0,0,19,0
2,Excavator,Engine,16000,12,5,133755,222,10751.0,0,12,0
2,Excavator,Hydraulic Pump,13500,19,4,58188,2547,1047.0,0,19,0
2,Excavator,Brake System,12000,19,4,53368,47,1342.0,0,19,0
2,Excavator,Engine,16500,12,5,133755,222,10251.0,0,12,0
2,Excavator,Hydraulic Pump,14000,19,4,58188,2547,547.0,0,19,0
2,Excavator,Brake System,12500,19,4,53368,47,842.0,0,19,0
2,Excavator,Engine,17000,12,5,133755,222,9751.0,0,12,0
2,Excavator,Hydraulic Pump,14500,19,4,58188,2547,47.0,0,19,0
2,Excavator,Hydraulic Pump,14547,19,4,58188,2547,0.0,2,19,1
2,Excavator,Brake System,13000,19,4,53368,47,342.0,0,19,0
2,Excavator,Engine,17500,12,5,133755,222,9251.0,0,12,0
2,Excavator,Engine,17529,12,5,87645,3000,9222.0,1,12,0
2,Excavator,Brake System,13295,19,4,53180,3000,47.0,1,19,0
2,Excavator,Hydraulic Pump,453,20,0,0,0,12798.0,1,20,0
2,Excavator,Brake System,13342,19,5,66710,47,0.0,2,19,1
2,Excavator,Hydraulic Pump,500,20,1,13251,798,12751.0,0,20,0
2,Excavator,Engine,18000,12,6,160506,222,8751.0,0,12,0
2,Excavator,Brake System,500,20,0,0,2722,8175.0,0,20,0
2,Excavator,Hydraulic Pump,1000,20,1,13251,798,12251.0,0,20,0
2,Excavator,Engine,18500,12,6,160506,222,8251.0,0,12,0
2,Excavator,Brake System,1000,20,0,0,2722,7675.0,0,20,0
2,Excavator,Hydraulic Pump,1500,20,1,13251,798,11751.0,0,20,0
2,Excavator,Engine,19000,12,6,160506,222,7751.0,0,12,0
2,Excavator,Brake System,1500,20,0,0,2722,7175.0,0,20,0
2,Excavator,Hydraulic Pump,2000,20,1,13251,798,11251.0,0,20,0
2,Excavator,Engine,19500,12,6,160506,222,7251.0,0,12,0
2,Excavator,Brake System,2000,20,0,0,2722,6675.0,0,20,0
2,Excavator,Hydraulic Pump,2500,20,1,13251,798,10751.0,0,20,0
2,Excavator,Engine,20000,12,6,160506,222,6751.0,0,12,0
2,Excavator,Brake System,2500,20,0,0,2722,6175.0,0,20,0
2,Excavator,Hydraulic Pump,3000,20,1,13251,798,10251.0,0,20,0
2,Excavator,Engine,20500,12,6,160506,222,6251.0,0,12,0
2,Excavator,Brake System,2953,20,0,0,0,5722.0,1,20,0
2,Excavator,Hydraulic Pump,3453,20,1,3453,3000,9798.0,1,20,0
2,Excavator,Engine,20529,12,6,123174,3000,6222.0,1,12,0
2,Excavator,Brake System,3000,20,1,8675,2722,5675.0,0,20,0
2,Excavator,Hydraulic Pump,3500,20,2,26502,798,9751.0,0,20,0
2,Excavator,Engine,21000,12,7,187257,222,5751.0,0,12,0
2,Excavator,Brake System,3500,20,1,8675,2722,5175.0,0,20,0
2,Excavator,Hydraulic Pump,4000,20,2,26502,798,9251.0,0,20,0
2,Excavator,Engine,21500,12,7,187257,222,5251.0,0,12,0
2,Excavator,Brake System,4000,20,1,8675,2722,4675.0,0,20,0
2,Excavator,Hydraulic Pump,4500,20,2,26502,798,8751.0,0,20,0
2,Excavator,Engine,22000,12,7,187257,222,4751.0,0,12,0
2,Excavator,Brake System,4500,20,1,8675,2722,4175.0,0,20,0
2,Excavator,Hydraulic Pump,5000,20,2,26502,798,8251.0,0,20,0
2,Excavator,Engine,22500,12,7,187257,222,4251.0,0,12,0
2,Excavator,Brake System,5000,20,1,8675,2722,3675.0,0,20,0
2,Excavator,Hydraulic Pump,5500,20,2,26502,798,7751.0,0,20,0
2,Excavator,Engine,23000,12,7,187257,222,3751.0,0,12,0
2,Excavator,Hydraulic Pump,6000,20,2,26502,798,7251.0,0,20,0
2,Excavator,Brake System,5500,20,1,8675,2722,3175.0,0,20,0
2,Excavator,Engine,23500,12,7,187257,222,3251.0,0,12,0
2,Excavator,Brake System,5953,20,1,5953,3000,2722.0,1,20,0
2,Excavator,Hydraulic Pump,6453,20,2,12906,3000,6798.0,1,20,0
2,Excavator,Engine,23529,12,7,164703,3000,3222.0,1,12,0
2,Excavator,Brake System,6000,20,2,17350,2722,2675.0,0,20,0
2,Excavator,Hydraulic Pump,6500,20,3,39753,798,6751.0,0,20,0
2,Excavator,Engine,24000,12,8,214008,222,2751.0,0,12,0
2,Excavator,Brake System,6500,20,2,17350,2722,2175.0,0,20,0
2,Excavator,Hydraulic Pump,7000,20,3,39753,798,6251.0,0,20,0
2,Excavator,Engine,24500,12,8,214008,222,2251.0,0,12,0
2,Excavator,Brake System,7000,20,2,17350,2722,1675.0,0,20,0
2,Excavator,Hydraulic Pump,7500,20,3,39753,798,5751.0,0,20,0
2,Excavator,Engine,25000,12,8,214008,222,1751.0,0,12,0
2,Excavator,Brake System,7500,20,2,17350,2722,1175.0,0,20,0
2,Excavator,Hydraulic Pump,8000,20,3,39753,798,5251.0,0,20,0
2,Excavator,Engine,25500,12,8,214008,222,1251.0,0,12,0
2,Excavator,Brake System,8000,20,2,17350,2722,675.0,0,20,0
2,Excavator,Hydraulic Pump,8500,20,3,39753,798,4751.0,0,20,0
2,Excavator,Engine,26000,12,8,214008,222,751.0,0,12,0
2,Excavator,Brake System,8500,20,2,17350,2722,175.0,0,20,0
2,Excavator,Hydraulic Pump,9000,20,3,39753,798,4251.0,0,20,0
2,Excavator,Brake System,8675,20,2,17350,2722,0.0,2,20,1
2,Excavator,Engine,26500,12,8,214008,222,251.0,0,12,0
2,Excavator,Hydraulic Pump,9453,20,3,28359,3000,3798.0,1,20,0
2,Excavator,Brake System,278,21,0,0,0,11057.0,1,21,0
2,Excavator,Engine,26529,12,8,212232,3000,222.0,1,12,0
2,Excavator,Hydraulic Pump,9500,20,4,53004,798,3751.0,0,20,0
2,Excavator,Engine,26751,12,9,240759,222,0.0,2,12,1
2,Excavator,Brake System,500,21,1,11335,2057,10835.0,0,21,0
2,Excavator,Hydraulic Pump,10000,20,4,53004,798,3251.0,0,20,0
2,Excavator,Brake System,1000,21,1,11335,2057,10335.0,0,21,0
2,Excavator,Engine,500,13,0,0,1024,15302.0,0,13,0
2,Excavator,Hydraulic Pump,10500,20,4,53004,798,2751.0,0,20,0
2,Excavator,Brake System,1500,21,1,11335,2057,9835.0,0,21,0
2,Excavator,Engine,1000,13,0,0,1024,14802.0,0,13,0
2,Excavator,Hydraulic Pump,11000,20,4,53004,798,2251.0,0,20,0
2,Excavator,Brake System,2000,21,1,11335,2057,9335.0,0,21,0
2,Excavator,Engine,1500,13,0,0,1024,14302.0,0,13,0
2,Excavator,Hydraulic Pump,11500,20,4,53004,798,1751.0,0,20,0
2,Excavator,Engine,2000,13,0,0,1024,13802.0,0,13,0
2,Excavator,Brake System,2500,21,1,11335,2057,8835.0,0,21,0
2,Excavator,Hydraulic Pump,12000,20,4,53004,798,1251.0,0,20,0
2,Excavator,Brake System,3000,21,1,11335,2057,8335.0,0,21,0
2,Excavator,Engine,2500,13,0,0,1024,13302.0,0,13,0
2,Excavator,Brake System,3278,21,1,3278,3000,8057.0,1,21,0
2,Excavator,Hydraulic Pump,12453,20,4,49812,3000,798.0,1,20,0
2,Excavator,Engine,2778,13,0,0,0,13024.0,1,13,0
2,Excavator,Hydraulic Pump,12500,20,5,66255,798,751.0,0,20,0
2,Excavator,Brake System,3500,21,2,22670,2057,7835.0,0,21,0
2,Excavator,Engine,3000,13,1,15802,1024,12802.0,0,13,0
2,Excavator,Hydraulic Pump,13000,20,5,66255,798,251.0,0,20,0
2,Excavator,Brake System,4000,21,2,22670,2057,7335.0,0,21,0
2,Excavator,Engine,3500,13,1,15802,1024,12302.0,0,13,0
2,Excavator,Hydraulic Pump,13251,20,5,66255,798,0.0,2,20,1
2,Excavator,Brake System,4500,21,2,22670,2057,6835.0,0,21,0
2,Excavator,Engine,4000,13,1,15802,1024,11802.0,0,13,0
2,Excavator,Hydraulic Pump,500,21,0,0,30,13732.0,0,21,0
2,Excavator,Brake System,5000,21,2,22670,2057,6335.0,0,21,0
2,Excavator,Engine,4500,13,1,15802,1024,11302.0,0,13,0
2,Excavator,Hydraulic Pump,1000,21,0,0,30,13232.0,0,21,0
2,Excavator,Brake System,5500,21,2,22670,2057,5835.0,0,21,0
2,Excavator,Engine,5000,13,1,15802,1024,10802.0,0,13,0
2,Excavator,Hydraulic Pump,1500,21,0,0,30,12732.0,0,21,0
2,Excavator,Brake System,6000,21,2,22670,2057,5335.0,0,21,0
2,Excavator,Engine,5500,13,1,15802,1024,10302.0,0,13,0
2,Excavator,Hydraulic Pump,2000,21,0,0,30,12232.0,0,21,0
2,Excavator,Engine,5778,13,1,5778,3000,10024.0,1,13,0
2,Excavator,Brake System,6278,21,2,12556,3000,5057.0,1,21,0
2,Excavator,Hydraulic Pump,2202,21,0,0,0,12030.0,1,21,0
2,Excavator,Brake System,6500,21,3,34005,2057,4835.0,0,21,0
2,Excavator,Engine,6000,13,2,31604,1024,9802.0,0,13,0
2,Excavator,Hydraulic Pump,2500,21,1,14232,30,11732.0,0,21,0
2,Excavator,Brake System,7000,21,3,34005,2057,4335.0,0,21,0
2,Excavator,Engine,6500,13,2,31604,1024,9302.0,0,13,0
2,Excavator,Hydraulic Pump,3000,21,1,14232,30,11232.0,0,21,0
2,Excavator,Brake System,7500,21,3,34005,2057,3835.0,0,21,0
2,Excavator,Engine,7000,13,2,31604,1024,8802.0,0,13,0
2,Excavator,Hydraulic Pump,3500,21,1,14232,30,10732.0,0,21,0
2,Excavator,Brake System,8000,21,3,34005,2057,3335.0,0,21,0
2,Excavator,Engine,7500,13,2,31604,1024,8302.0,0,13,0
2,Excavator,Hydraulic Pump,4000,21,1,14232,30,10232.0,0,21,0
2,Excavator,Brake System,8500,21,3,34005,2057,2835.0,0,21,0
2,Excavator,Engine,8000,13,2,31604,1024,7802.0,0,13,0
2,Excavator,Hydraulic Pump,4500,21,1,14232,30,9732.0,0,21,0
2,Excavator,Brake System,9000,21,3,34005,2057,2335.0,0,21,0
2,Excavator,Engine,8500,13,2,31604,1024,7302.0,0,13,0
2,Excavator,Hydraulic Pump,5000,21,1,14232,30,9232.0,0,21,0
2,Excavator,Brake System,9278,21,3,27834,3000,2057.0,1,21,0
2,Excavator,Hydraulic Pump,5202,21,1,5202,3000,9030.0,1,21,0
2,Excavator,Engine,8778,13,2,17556,3000,7024.0,1,13,0
2,Excavator,Brake System,9500,21,4,45340,2057,1835.0,0,21,0
2,Excavator,Engine,9000,13,3,47406,1024,6802.0,0,13,0
2,Excavator,Hydraulic Pump,5500,21,2,28464,30,8732.0,0,21,0
2,Excavator,Engine,9500,13,3,47406,1024,6302.0,0,13,0
2,Excavator,Brake System,10000,21,4,45340,2057,1335.0,0,21,0
2,Excavator,Hydraulic Pump,6000,21,2,28464,30,8232.0,0,21,0
2,Excavator,Brake System,10500,21,4,45340,2057,835.0,0,21,0
2,Excavator,Engine,10000,13,3,47406,1024,5802.0,0,13,0
2,Excavator,Hydraulic Pump,6500,21,2,28464,30,7732.0,0,21,0
2,Excavator,Brake System,11000,21,4,45340,2057,335.0,0,21,0
2,Excavator,Engine,10500,13,3,47406,1024,5302.0,0,13,0
2,Excavator,Hydraulic Pump,7000,21,2,28464,30,7232.0,0,21,0
2,Excavator,Brake System,11335,21,4,45340,2057,0.0,2,21,1
2,Excavator,Engine,11000,13,3,47406,1024,4802.0,0,13,0
2,Excavator,Hydraulic Pump,7500,21,2,28464,30,6732.0,0,21,0
2,Excavator,Brake System,500,22,0,0,827,13270.0,0,22,0
2,Excavator,Engine,11500,13,3,47406,1024,4302.0,0,13,0
2,Excavator,Hydraulic Pump,8000,21,2,28464,30,6232.0,0,21,0
2,Excavator,Brake System,943,22,0,0,0,12827.0,1,22,0
2,Excavator,Hydraulic Pump,8202,21,2,16404,3000,6030.0,1,21,0
2,Excavator,Engine,11778,13,3,35334,3000,4024.0,1,13,0
2,Excavator,Brake System,1000,22,1,13770,827,12770.0,0,22,0
2,Excavator,Engine,12000,13,4,63208,1024,3802.0,0,13,0
2,Excavator,Hydraulic Pump,8500,21,3,42696,30,5732.0,0,21,0
2,Excavator,Brake System,1500,22,1,13770,827,12270.0,0,22,0
2,Excavator,Engine,12500,13,4,63208,1024,3302.0,0,13,0
2,Excavator,Hydraulic Pump,9000,21,3,42696,30,5232.0,0,21,0
2,Excavator,Brake System,2000,22,1,13770,827,11770.0,0,22,0
2,Excavator,Engine,13000,13,4,63208,1024,2802.0,0,13,0
2,Excavator,Hydraulic Pump,9500,21,3,42696,30,4732.0,0,21,0
2,Excavator,Brake System,2500,22,1,13770,827,11270.0,0,22,0
2,Excavator,Engine,13500,13,4,63208,1024,2302.0,0,13,0
2,Excavator,Hydraulic Pump,10000,21,3,42696,30,4232.0,0,21,0
2,Excavator,Brake System,3000,22,1,13770,827,10770.0,0,22,0
2,Excavator,Engine,14000,13,4,63208,1024,1802.0,0,13,0
2,Excavator,Hydraulic Pump,10500,21,3,42696,30,3732.0,0,21,0
2,Excavator,Brake System,3500,22,1,13770,827,10270.0,0,22,0
2,Excavator,Engine,14500,13,4,63208,1024,1302.0,0,13,0
2,Excavator,Hydraulic Pump,11000,21,3,42696,30,3232.0,0,21,0
2,Excavator,Brake System,3943,22,1,3943,3000,9827.0,1,22,0
2,Excavator,Hydraulic Pump,11202,21,3,33606,3000,3030.0,1,21,0
2,Excavator,Engine,14778,13,4,59112,3000,1024.0,1,13,0
2,Excavator,Brake System,4000,22,2,27540,827,9770.0,0,22,0
2,Excavator,Engine,15000,13,5,79010,1024,802.0,0,13,0
2,Excavator,Hydraulic Pump,11500,21,4,56928,30,2732.0,0,21,0
2,Excavator,Brake System,4500,22,2,27540,827,9270.0,0,22,0
2,Excavator,Engine,15500,13,5,79010,1024,302.0,0,13,0
2,Excavator,Hydraulic Pump,12000,21,4,56928,30,2232.0,0,21,0
2,Excavator,Engine,15802,13,5,79010,1024,0.0,2,13,1
2,Excavator,Brake System,5000,22,2,27540,827,8770.0,0,22,0
2,Excavator,Hydraulic Pump,12500,21,4,56928,30,1732.0,0,21,0
2,Excavator,Engine,500,14,0,0,530,2006.0,0,14,0
2,Excavator,Brake System,5500,22,2,27540,827,8270.0,0,22,0
2,Excavator,Hydraulic Pump,13000,21,4,56928,30,1232.0,0,21,0
2,Excavator,Engine,1000,14,0,0,530,1506.0,0,14,0
2,Excavator,Brake System,6000,22,2,27540,827,7770.0,0,22,0
2,Excavator,Hydraulic Pump,13500,21,4,56928,30,732.0,0,21,0
2,Excavator,Engine,1500,14,0,0,530,1006.0,0,14,0
2,Excavator,Brake System,6500,22,2,27540,827,7270.0,0,22,0
2,Excavator,Hydraulic Pump,14000,21,4,56928,30,232.0,0,21,0
2,Excavator,Brake System,6943,22,2,13886,3000,6827.0,1,22,0
2,Excavator,Hydraulic Pump,14202,21,4,56808,3000,30.0,1,21,0
2,Excavator,Engine,1976,14,0,0,0,530.0,1,14,0
2,Excavator,Engine,2000,14,1,2506,530,506.0,0,14,0
2,Excavator,Hydraulic Pump,14232,21,5,71160,30,0.0,2,21,1
2,Excavator,Brake System,7000,22,3,41310,827,6770.0,0,22,0
2,Excavator,Engine,2500,14,1,2506,530,6.0,0,14,0
2,Excavator,Engine,2506,14,1,2506,530,0.0,2,14,1
2,Excavator,Hydraulic Pump,500,22,0,0,174,14644.0,0,22,0
2,Excavator,Brake System,7500,22,3,41310,827,6270.0,0,22,0
2,Excavator,Engine,500,15,0,0,932,14902.0,0,15,0
2,Excavator,Hydraulic Pump,1000,22,0,0,174,14144.0,0,22,0
2,Excavator,Brake System,8000,22,3,41310,827,5770.0,0,22,0
2,Excavator,Hydraulic Pump,1500,22,0,0,174,13644.0,0,22,0
2,Excavator,Engine,1000,15,0,0,932,14402.0,0,15,0
2,Excavator,Brake System,8500,22,3,41310,827,5270.0,0,22,0
2,Excavator,Hydraulic Pump,2000,22,0,0,174,13144.0,0,22,0
2,Excavator,Engine,1500,15,0,0,932,13902.0,0,15,0
2,Excavator,Brake System,9000,22,3,41310,827,4770.0,0,22,0
2,Excavator,Hydraulic Pump,2500,22,0,0,174,12644.0,0,22,0
2,Excavator,Engine,2000,15,0,0,932,13402.0,0,15,0
2,Excavator,Brake System,9500,22,3,41310,827,4270.0,0,22,0
2,Excavator,Engine,2470,15,0,0,0,12932.0,1,15,0
2,Excavator,Hydraulic Pump,2970,22,0,0,0,12174.0,1,22,0
2,Excavator,Brake System,9943,22,3,29829,3000,3827.0,1,22,0
2,Excavator,Hydraulic Pump,3000,22,1,15144,174,12144.0,0,22,0
2,Excavator,Engine,2500,15,1,15402,932,12902.0,0,15,0
2,Excavator,Brake System,10000,22,4,55080,827,3770.0,0,22,0
2,Excavator,Hydraulic Pump,3500,22,1,15144,174,11644.0,0,22,0
2,Excavator,Engine,3000,15,1,15402,932,12402.0,0,15,0
2,Excavator,Brake System,10500,22,4,55080,827,3270.0,0,22,0
2,Excavator,Hydraulic Pump,4000,22,1,15144,174,11144.0,0,22,0
2,Excavator,Engine,3500,15,1,15402,932,11902.0,0,15,0
2,Excavator,Brake System,11000,22,4,55080,827,2770.0,0,22,0
2,Excavator,Hydraulic Pump,4500,22,1,15144,174,10644.0,0,22,0
2,Excavator,Engine,4000,15,1,15402,932,11402.0,0,15,0
2,Excavator,Brake System,11500,22,4,55080,827,2270.0,0,22,0
2,Excavator,Engine,4500,15,1,15402,932,10902.0,0,15,0
2,Excavator,Hydraulic Pump,5000,22,1,15144,174,10144.0,0,22,0
2,Excavator,Brake System,12000,22,4,55080,827,1770.0,0,22,0
2,Excavator,Hydraulic Pump,5500,22,1,15144,174,9644.0,0,22,0
2,Excavator,Engine,5000,15,1,15402,932,10402.0,0,15,0
2,Excavator,Brake System,12500,22,4,55080,827,1270.0,0,22,0
2,Excavator,Brake System,12943,22,4,51772,3000,827.0,1,22,0
2,Excavator,Hydraulic Pump,5970,22,1,5970,3000,9174.0,1,22,0
2,Excavator,Engine,5470,15,1,5470,3000,9932.0,1,15,0
2,Excavator,Hydraulic Pump,6000,22,2,30288,174,9144.0,0,22,0
2,Excavator,Engine,5500,15,2,30804,932,9902.0,0,15,0
2,Excavator,Brake System,13000,22,5,68850,827,770.0,0,22,0
2,Excavator,Hydraulic Pump,6500,22,2,30288,174,8644.0,0,22,0
2,Excavator,Engine,6000,15,2,30804,932,9402.0,0,15,0
2,Excavator,Brake System,13500,22,5,68850,827,270.0,0,22,0
2,Excavator,Brake System,13770,22,5,68850,827,0.0,2,22,1
2,Excavator,Hydraulic Pump,7000,22,2,30288,174,8144.0,0,22,0
2,Excavator,Engine,6500,15,2,30804,932,8902.0,0,15,0
2,Excavator,Brake System,500,23,0,0,2135,15808.0,0,23,0
2,Excavator,Hydraulic Pump,7500,22,2,30288,174,7644.0,0,22,0
2,Excavator,Engine,7000,15,2,30804,932,8402.0,0,15,0
2,Excavator,Brake System,1000,23,0,0,2135,15308.0,0,23,0
2,Excavator,Hydraulic Pump,8000,22,2,30288,174,7144.0,0,22,0
2,Excavator,Engine,7500,15,2,30804,932,7902.0,0,15,0
2,Excavator,Brake System,1500,23,0,0,2135,14808.0,0,23,0
2,Excavator,Hydraulic Pump,8500,22,2,30288,174,6644.0,0,22,0
2,Excavator,Engine,8000,15,2,30804,932,7402.0,0,15,0
2,Excavator,Brake System,2000,23,0,0,2135,14308.0,0,23,0
2,Excavator,Brake System,2173,23,0,0,0,14135.0,1,23,0
2,Excavator,Hydraulic Pump,8970,22,2,17940,3000,6174.0,1,22,0
2,Excavator,Engine,8470,15,2,16940,3000,6932.0,1,15,0
2,Excavator,Hydraulic Pump,9000,22,3,45432,174,6144.0,0,22,0
2,Excavator,Engine,8500,15,3,46206,932,6902.0,0,15,0
2,Excavator,Brake System,2500,23,1,16308,2135,13808.0,0,23,0
2,Excavator,Hydraulic Pump,9500,22,3,45432,174,5644.0,0,22,0
2,Excavator,Engine,9000,15,3,46206,932,6402.0,0,15,0
2,Excavator,Brake System,3000,23,1,16308,2135,13308.0,0,23,0
2,Excavator,Hydraulic Pump,10000,22,3,45432,174,5144.0,0,22,0
2,Excavator,Engine,9500,15,3,46206,932,5902.0,0,15,0
2,Excavator,Brake System,3500,23,1,16308,2135,12808.0,0,23,0
2,Excavator,Engine,10000,15,3,46206,932,5402.0,0,15,0
2,Excavator,Hydraulic Pump,10500,22,3,45432,174,4644.0,0,22,0
2,Excavator,Brake System,4000,23,1,16308,2135,12308.0,0,23,0
2,Excavator,Hydraulic Pump,11000,22,3,45432,174,4144.0,0,22,0
2,Excavator,Engine,10500,15,3,46206,932,4902.0,0,15,0
2,Excavator,Brake System,4500,23,1,16308,2135,11808.0,0,23,0
2,Excavator,Hydraulic Pump,11500,22,3,45432,174,3644.0,0,22,0
2,Excavator,Engine,11000,15,3,46206,932,4402.0,0,15,0
2,Excavator,Brake System,5000,23,1,16308,2135,11308.0,0,23,0
2,Excavator,Brake System,5173,23,1,5173,3000,11135.0,1,23,0
2,Excavator,Hydraulic Pump,11970,22,3,35910,3000,3174.0,1,22,0
2,Excavator,Engine,11470,15,3,34410,3000,3932.0,1,15,0
2,Excavator,Hydraulic Pump,12000,22,4,60576,174,3144.0,0,22,0
2,Excavator,Engine,11500,15,4,61608,932,3902.0,0,15,0
2,Excavator,Brake System,5500,23,2,32616,2135,10808.0,0,23,0
2,Excavator,Hydraulic Pump,12500,22,4,60576,174,2644.0,0,22,0
2,Excavator,Engine,12000,15,4,61608,932,3402.0,0,15,0
2,Excavator,Brake System,6000,23,2,32616,2135,10308.0,0,23,0
2,Excavator,Hydraulic Pump,13000,22,4,60576,174,2144.0,0,22,0
2,Excavator,Engine,12500,15,4,61608,932,2902.0,0,15,0
2,Excavator,Brake System,6500,23,2,32616,2135,9808.0,0,23,0
2,Excavator,Hydraulic Pump,13500,22,4,60576,174,1644.0,0,22,0
2,Excavator,Engine,13000,15,4,61608,932,2402.0,0,15,0
2,Excavator,Brake System,7000,23,2,32616,2135,9308.0,0,23,0
2,Excavator,Hydraulic Pump,14000,22,4,60576,174,1144.0,0,22,0
2,Excavator,Engine,13500,15,4,61608,932,1902.0,0,15,0
2,Excavator,Brake System,7500,23,2,32616,2135,8808.0,0,23,0
2,Excavator,Engine,14000,15,4,61608,932,1402.0,0,15,0
2,Excavator,Hydraulic Pump,14500,22,4,60576,174,644.0,0,22,0
2,Excavator,Brake System,8000,23,2,32616,2135,8308.0,0,23,0
2,Excavator,Brake System,8173,23,2,16346,3000,8135.0,1,23,0
2,Excavator,Hydraulic Pump,14970,22,4,59880,3000,174.0,1,22,0
2,Excavator,Engine,14470,15,4,57880,3000,932.0,1,15,0
2,Excavator,Hydraulic Pump,15000,22,5,75720,174,144.0,0,22,0
2,Excavator,Engine,14500,15,5,77010,932,902.0,0,15,0
2,Excavator,Hydraulic Pump,15144,22,5,75720,174,0.0,2,22,1
2,Excavator,Brake System,8500,23,3,48924,2135,7808.0,0,23,0
2,Excavator,Engine,15000,15,5,77010,932,402.0,0,15,0
2,Excavator,Hydraulic Pump,500,23,0,0,2845,14171.0,0,23,0
2,Excavator,Brake System,9000,23,3,48924,2135,7308.0,0,23,0
2,Excavator,Engine,15402,15,5,77010,932,0.0,2,15,1
2,Excavator,Hydraulic Pump,1000,23,0,0,2845,13671.0,0,23,0
2,Excavator,Brake System,9500,23,3,48924,2135,6808.0,0,23,0
2,Excavator,Engine,500,16,0,0,0,0.0,2,16,1
2,Excavator,Hydraulic Pump,1500,23,0,0,2845,13171.0,0,23,0
2,Excavator,Brake System,10000,23,3,48924,2135,6308.0,0,23,0
2,Excavator,Engine,500,17,0,0,2150,15218.0,0,17,0
2,Excavator,Hydraulic Pump,2000,23,0,0,2845,12671.0,0,23,0
