machine_id,machine_type,active_time,fault_type,repair/replace_type,cost,event_type
2,Excavator,642000,,Maintenance Service,50,Service
2,Excavator,645000,,Maintenance Service,50,Service
2,Excavator,648000,,Maintenance Service,50,Service
2,Excavator,648829,Hydraulic Pump,Replaced Hydraulic Pump,500,Failure
2,Excavator,648931,Engine,Replaced Engine,1000,Failure
2,Excavator,649329,Hydraulic Pump,Preemptive Replacement of Hydraulic Pump,500,Preemptive Replacement
2,Excavator,650346,Brake System,Replaced Brake System,200,Failure
2,Excavator,651000,,Maintenance Service,50,Service
2,Excavator,654000,,Maintenance Service,50,Service
3,Forklift,3000,,Maintenance Service,50,Service
3,Forklift,6000,,Maintenance Service,50,Service
3,Forklift,7328,Brake System,Replaced Brake System,200,Failure
3,Forklift,9000,,Maintenance Service,50,Service
3,Forklift,11395,Battery,Replaced Battery,150,Failure
3,Forklift,12000,,Maintenance Service,50,Service
3,Forklift,13870,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,15000,,Maintenance Service,50,Service
3,Forklift,16098,Brake System,Replaced Brake System,200,Failure
3,Forklift,18000,,Maintenance Service,50,Service
3,Forklift,21000,,Maintenance Service,50,Service
3,Forklift,23892,Battery,Replaced Battery,150,Failure
3,Forklift,24000,,Maintenance Service,50,Service
3,Forklift,25170,Brake System,Replaced Brake System,200,Failure
3,Forklift,27000,,Maintenance Service,50,Service
3,Forklift,28068,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,30000,,Maintenance Service,50,Service
3,Forklift,33000,,Maintenance Service,50,Service
3,Forklift,33558,Brake System,Replaced Brake System,200,Failure
3,Forklift,36000,,Maintenance Service,50,Service
3,Forklift,37139,Battery,Replaced Battery,150,Failure
3,Forklift,39000,,Maintenance Service,50,Service
3,Forklift,42000,,Maintenance Service,50,Service
3,Forklift,42696,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,43249,Brake System,Replaced Brake System,200,Failure
3,Forklift,45000,,Maintenance Service,50,Service
3,Forklift,48000,,Maintenance Service,50,Service
3,Forklift,50571,Battery,Replaced Battery,150,Failure
3,Forklift,51000,,Maintenance Service,50,Service
3,Forklift,52508,Brake System,Replaced Brake System,200,Failure
3,Forklift,53008,Battery,Preemptive Replacement of Battery,150,Preemptive Replacement
3,Forklift,54000,,Maintenance Service,50,Service
3,Forklift,57000,,Maintenance Service,50,Service
3,Forklift,57152,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,60000,,Maintenance Service,50,Service
3,Forklift,60875,Brake System,Replaced Brake System,200,Failure
3,Forklift,63000,,Maintenance Service,50,Service
3,Forklift,64680,Battery,Replaced Battery,150,Failure
3,Forklift,66000,,Maintenance Service,50,Service
3,Forklift,69000,,Maintenance Service,50,Service
3,Forklift,70311,Brake System,Replaced Brake System,200,Failure
3,Forklift,72000,,Maintenance Service,50,Service
3,Forklift,73067,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,75000,,Maintenance Service,50,Service
3,Forklift,77803,Battery,Replaced Battery,150,Failure
3,Forklift,78000,,Maintenance Service,50,Service
3,Forklift,79522,Brake System,Replaced Brake System,200,Failure
3,Forklift,81000,,Maintenance Service,50,Service
3,Forklift,84000,,Maintenance Service,50,Service
3,Forklift,86596,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,87000,,Maintenance Service,50,Service
3,Forklift,88020,Brake System,Replaced Brake System,200,Failure
3,Forklift,90000,,Maintenance Service,50,Service
3,Forklift,90485,Battery,Replaced Battery,150,Failure
3,Forklift,93000,,Maintenance Service,50,Service
3,Forklift,96000,,Maintenance Service,50,Service
3,Forklift,97402,Brake System,Replaced Brake System,200,Failure
3,Forklift,99000,,Maintenance Service,50,Service
3,Forklift,100980,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,102000,,Maintenance Service,50,Service
3,Forklift,103495,Battery,Replaced Battery,150,Failure
3,Forklift,105000,,Maintenance Service,50,Service
3,Forklift,106405,Brake System,Replaced Brake System,200,Failure
3,Forklift,108000,,Maintenance Service,50,Service
3,Forklift,111000,,Maintenance Service,50,Service
3,Forklift,114000,,Maintenance Service,50,Service
3,Forklift,115184,Brake System,Replaced Brake System,200,Failure
3,Forklift,115684,Wiring Harness,Preemptive Replacement of Wiring Harness,300,Preemptive Replacement
3,Forklift,115923,Battery,Replaced Battery,150,Failure
3,Forklift,117000,,Maintenance Service,50,Service
3,Forklift,120000,,Maintenance Service,50,Service
3,Forklift,123000,,Maintenance Service,50,Service
3,Forklift,123754,Brake System,Replaced Brake System,200,Failure
3,Forklift,126000,,Maintenance Service,50,Service
3,Forklift,129000,,Maintenance Service,50,Service
3,Forklift,129110,Battery,Replaced Battery,150,Failure
3,Forklift,129153,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,129610,Battery,Preemptive Replacement of Battery,150,Preemptive Replacement
3,Forklift,132000,,Maintenance Service,50,Service
3,Forklift,132963,Brake System,Replaced Brake System,200,Failure
3,Forklift,135000,,Maintenance Service,50,Service
3,Forklift,138000,,Maintenance Service,50,Service
3,Forklift,141000,,Maintenance Service,50,Service
3,Forklift,141478,Battery,Replaced Battery,150,Failure
3,Forklift,142341,Brake System,Replaced Brake System,200,Failure
3,Forklift,143701,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,144000,,Maintenance Service,50,Service
3,Forklift,147000,,Maintenance Service,50,Service
3,Forklift,150000,,Maintenance Service,50,Service
3,Forklift,152011,Brake System,Replaced Brake System,200,Failure
3,Forklift,153000,,Maintenance Service,50,Service
3,Forklift,155056,Battery,Replaced Battery,150,Failure
3,Forklift,156000,,Maintenance Service,50,Service
3,Forklift,158197,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,159000,,Maintenance Service,50,Service
3,Forklift,161729,Brake System,Replaced Brake System,200,Failure
3,Forklift,162000,,Maintenance Service,50,Service
3,Forklift,165000,,Maintenance Service,50,Service
3,Forklift,167092,Battery,Replaced Battery,150,Failure
3,Forklift,168000,,Maintenance Service,50,Service
3,Forklift,170922,Brake System,Replaced Brake System,200,Failure
3,Forklift,171000,,Maintenance Service,50,Service
3,Forklift,173204,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,174000,,Maintenance Service,50,Service
3,Forklift,177000,,Maintenance Service,50,Service
3,Forklift,179511,Brake System,Replaced Brake System,200,Failure
3,Forklift,180000,,Maintenance Service,50,Service
3,Forklift,180350,Battery,Replaced Battery,150,Failure
3,Forklift,180850,Wiring Harness,Preemptive Replacement of Wiring Harness,300,Preemptive Replacement
3,Forklift,183000,,Maintenance Service,50,Service
3,Forklift,186000,,Maintenance Service,50,Service
3,Forklift,188594,Brake System,Replaced Brake System,200,Failure
3,Forklift,189000,,Maintenance Service,50,Service
3,Forklift,192000,,Maintenance Service,50,Service
3,Forklift,193174,Battery,Replaced Battery,150,Failure
3,Forklift,193788,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,195000,,Maintenance Service,50,Service
3,Forklift,197766,Brake System,Replaced Brake System,200,Failure
3,Forklift,198000,,Maintenance Service,50,Service
3,Forklift,198266,Brake System,Preemptive Replacement of Brake System,200,Preemptive Replacement
3,Forklift,201000,,Maintenance Service,50,Service
3,Forklift,204000,,Maintenance Service,50,Service
3,Forklift,205891,Battery,Replaced Battery,150,Failure
3,Forklift,206082,Brake System,Replaced Brake System,200,Failure
3,Forklift,207000,,Maintenance Service,50,Service
3,Forklift,208426,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,210000,,Maintenance Service,50,Service
3,Forklift,213000,,Maintenance Service,50,Service
3,Forklift,214913,Brake System,Replaced Brake System,200,Failure
3,Forklift,216000,,Maintenance Service,50,Service
3,Forklift,218986,Battery,Replaced Battery,150,Failure
3,Forklift,219000,,Maintenance Service,50,Service
3,Forklift,219486,Wiring Harness,Preemptive Replacement of Wiring Harness,300,Preemptive Replacement
3,Forklift,222000,,Maintenance Service,50,Service
3,Forklift,224124,Brake System,Replaced Brake System,200,Failure
3,Forklift,225000,,Maintenance Service,50,Service
3,Forklift,228000,,Maintenance Service,50,Service
3,Forklift,231000,,Maintenance Service,50,Service
3,Forklift,231927,Battery,Replaced Battery,150,Failure
3,Forklift,233073,Brake System,Replaced Brake System,200,Failure
3,Forklift,233440,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,234000,,Maintenance Service,50,Service
3,Forklift,237000,,Maintenance Service,50,Service
3,Forklift,240000,,Maintenance Service,50,Service
3,Forklift,242501,Brake System,Replaced Brake System,200,Failure
3,Forklift,243000,,Maintenance Service,50,Service
3,Forklift,244705,Battery,Replaced Battery,150,Failure
3,Forklift,246000,,Maintenance Service,50,Service
3,Forklift,248040,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,249000,,Maintenance Service,50,Service
3,Forklift,251560,Brake System,Replaced Brake System,200,Failure
3,Forklift,252000,,Maintenance Service,50,Service
3,Forklift,255000,,Maintenance Service,50,Service
3,Forklift,257898,Battery,Replaced Battery,150,Failure
3,Forklift,258000,,Maintenance Service,50,Service
3,Forklift,260512,Brake System,Replaced Brake System,200,Failure
3,Forklift,261000,,Maintenance Service,50,Service
3,Forklift,263638,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,264000,,Maintenance Service,50,Service
3,Forklift,267000,,Maintenance Service,50,Service
3,Forklift,269400,Brake System,Replaced Brake System,200,Failure
3,Forklift,270000,,Maintenance Service,50,Service
3,Forklift,271404,Battery,Replaced Battery,150,Failure
3,Forklift,273000,,Maintenance Service,50,Service
3,Forklift,276000,,Maintenance Service,50,Service
3,Forklift,278405,Brake System,Replaced Brake System,200,Failure
3,Forklift,278572,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,279000,,Maintenance Service,50,Service
3,Forklift,282000,,Maintenance Service,50,Service
3,Forklift,283757,Battery,Replaced Battery,150,Failure
3,Forklift,285000,,Maintenance Service,50,Service
3,Forklift,287552,Brake System,Replaced Brake System,200,Failure
3,Forklift,288000,,Maintenance Service,50,Service
3,Forklift,291000,,Maintenance Service,50,Service
3,Forklift,293272,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,294000,,Maintenance Service,50,Service
3,Forklift,295782,Battery,Replaced Battery,150,Failure
3,Forklift,296673,Brake System,Replaced Brake System,200,Failure
3,Forklift,297000,,Maintenance Service,50,Service
3,Forklift,300000,,Maintenance Service,50,Service
3,Forklift,303000,,Maintenance Service,50,Service
3,Forklift,305883,Brake System,Replaced Brake System,200,Failure
3,Forklift,306000,,Maintenance Service,50,Service
3,Forklift,308125,Battery,Replaced Battery,150,Failure
3,Forklift,308221,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,309000,,Maintenance Service,50,Service
3,Forklift,312000,,Maintenance Service,50,Service
3,Forklift,315000,,Maintenance Service,50,Service
3,Forklift,315083,Brake System,Replaced Brake System,200,Failure
3,Forklift,318000,,Maintenance Service,50,Service
3,Forklift,321000,,Maintenance Service,50,Service
3,Forklift,321090,Battery,Replaced Battery,150,Failure
3,Forklift,322434,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,324000,,Maintenance Service,50,Service
3,Forklift,324223,Brake System,Replaced Brake System,200,Failure
3,Forklift,327000,,Maintenance Service,50,Service
3,Forklift,330000,,Maintenance Service,50,Service
3,Forklift,333000,,Maintenance Service,50,Service
3,Forklift,333621,Brake System,Replaced Brake System,200,Failure
3,Forklift,333777,Battery,Replaced Battery,150,Failure
3,Forklift,336000,,Maintenance Service,50,Service
3,Forklift,337384,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,339000,,Maintenance Service,50,Service
3,Forklift,342000,,Maintenance Service,50,Service
3,Forklift,342312,Brake System,Replaced Brake System,200,Failure
3,Forklift,345000,,Maintenance Service,50,Service
3,Forklift,345984,Battery,Replaced Battery,150,Failure
3,Forklift,348000,,Maintenance Service,50,Service
3,Forklift,351000,,Maintenance Service,50,Service
3,Forklift,351379,Brake System,Replaced Brake System,200,Failure
3,Forklift,353079,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,354000,,Maintenance Service,50,Service
3,Forklift,357000,,Maintenance Service,50,Service
3,Forklift,358745,Battery,Replaced Battery,150,Failure
3,Forklift,359968,Brake System,Replaced Brake System,200,Failure
3,Forklift,360000,,Maintenance Service,50,Service
3,Forklift,363000,,Maintenance Service,50,Service
3,Forklift,366000,,Maintenance Service,50,Service
3,Forklift,367791,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,369000,,Maintenance Service,50,Service
3,Forklift,369144,Brake System,Replaced Brake System,200,Failure
3,Forklift,372000,,Maintenance Service,50,Service
3,Forklift,372167,Battery,Replaced Battery,150,Failure
3,Forklift,375000,,Maintenance Service,50,Service
3,Forklift,378000,,Maintenance Service,50,Service
3,Forklift,379071,Brake System,Replaced Brake System,200,Failure
3,Forklift,381000,,Maintenance Service,50,Service
3,Forklift,383165,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,384000,,Maintenance Service,50,Service
3,Forklift,385585,Battery,Replaced Battery,150,Failure
3,Forklift,387000,,Maintenance Service,50,Service
3,Forklift,388394,Brake System,Replaced Brake System,200,Failure
3,Forklift,390000,,Maintenance Service,50,Service
3,Forklift,393000,,Maintenance Service,50,Service
3,Forklift,396000,,Maintenance Service,50,Service
3,Forklift,397769,Brake System,Replaced Brake System,200,Failure
3,Forklift,398269,Wiring Harness,Preemptive Replacement of Wiring Harness,300,Preemptive Replacement
3,Forklift,398954,Battery,Replaced Battery,150,Failure
3,Forklift,399000,,Maintenance Service,50,Service
3,Forklift,402000,,Maintenance Service,50,Service
3,Forklift,405000,,Maintenance Service,50,Service
3,Forklift,406489,Brake System,Replaced Brake System,200,Failure
3,Forklift,406989,Brake System,Preemptive Replacement of Brake System,200,Preemptive Replacement
3,Forklift,408000,,Maintenance Service,50,Service
3,Forklift,411000,,Maintenance Service,50,Service
3,Forklift,411301,Battery,Replaced Battery,150,Failure
3,Forklift,411581,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,414000,,Maintenance Service,50,Service
3,Forklift,414731,Brake System,Replaced Brake System,200,Failure
3,Forklift,417000,,Maintenance Service,50,Service
3,Forklift,420000,,Maintenance Service,50,Service
3,Forklift,423000,,Maintenance Service,50,Service
3,Forklift,424409,Battery,Replaced Battery,150,Failure
3,Forklift,424723,Brake System,Replaced Brake System,200,Failure
3,Forklift,426000,,Maintenance Service,50,Service
3,Forklift,427242,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,429000,,Maintenance Service,50,Service
3,Forklift,432000,,Maintenance Service,50,Service
3,Forklift,434534,Brake System,Replaced Brake System,200,Failure
3,Forklift,435000,,Maintenance Service,50,Service
3,Forklift,437258,Battery,Replaced Battery,150,Failure
3,Forklift,438000,,Maintenance Service,50,Service
3,Forklift,441000,,Maintenance Service,50,Service
3,Forklift,441758,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,444000,,Maintenance Service,50,Service
3,Forklift,444387,Brake System,Replaced Brake System,200,Failure
3,Forklift,447000,,Maintenance Service,50,Service
3,Forklift,450000,,Maintenance Service,50,Service
3,Forklift,450423,Battery,Replaced Battery,150,Failure
3,Forklift,453000,,Maintenance Service,50,Service
3,Forklift,453569,Brake System,Replaced Brake System,200,Failure
3,Forklift,456000,,Maintenance Service,50,Service
3,Forklift,456393,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,459000,,Maintenance Service,50,Service
3,Forklift,462000,,Maintenance Service,50,Service
3,Forklift,463252,Brake System,Replaced Brake System,200,Failure
3,Forklift,463917,Battery,Replaced Battery,150,Failure
3,Forklift,465000,,Maintenance Service,50,Service
3,Forklift,468000,,Maintenance Service,50,Service
3,Forklift,471000,,Maintenance Service,50,Service
3,Forklift,471148,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,472415,Brake System,Replaced Brake System,200,Failure
3,Forklift,474000,,Maintenance Service,50,Service
3,Forklift,477000,,Maintenance Service,50,Service
3,Forklift,477224,Battery,Replaced Battery,150,Failure
3,Forklift,480000,,Maintenance Service,50,Service
3,Forklift,481616,Brake System,Replaced Brake System,200,Failure
3,Forklift,483000,,Maintenance Service,50,Service
3,Forklift,485810,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,486000,,Maintenance Service,50,Service
3,Forklift,489000,,Maintenance Service,50,Service
3,Forklift,490678,Brake System,Replaced Brake System,200,Failure
3,Forklift,490746,Battery,Replaced Battery,150,Failure
3,Forklift,492000,,Maintenance Service,50,Service
3,Forklift,495000,,Maintenance Service,50,Service
3,Forklift,498000,,Maintenance Service,50,Service
3,Forklift,499804,Brake System,Replaced Brake System,200,Failure
3,Forklift,500916,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,501000,,Maintenance Service,50,Service
3,Forklift,501416,Battery,Preemptive Replacement of Battery,150,Preemptive Replacement
3,Forklift,504000,,Maintenance Service,50,Service
3,Forklift,507000,,Maintenance Service,50,Service
3,Forklift,508912,Brake System,Replaced Brake System,200,Failure
3,Forklift,510000,,Maintenance Service,50,Service
3,Forklift,513000,,Maintenance Service,50,Service
3,Forklift,513353,Battery,Replaced Battery,150,Failure
3,Forklift,514447,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,516000,,Maintenance Service,50,Service
3,Forklift,518105,Brake System,Replaced Brake System,200,Failure
3,Forklift,519000,,Maintenance Service,50,Service
3,Forklift,522000,,Maintenance Service,50,Service
3,Forklift,525000,,Maintenance Service,50,Service
3,Forklift,526175,Battery,Replaced Battery,150,Failure
3,Forklift,527347,Brake System,Replaced Brake System,200,Failure
3,Forklift,528000,,Maintenance Service,50,Service
3,Forklift,529147,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,531000,,Maintenance Service,50,Service
3,Forklift,534000,,Maintenance Service,50,Service
3,Forklift,537000,,Maintenance Service,50,Service
3,Forklift,537261,Brake System,Replaced Brake System,200,Failure
3,Forklift,538912,Battery,Replaced Battery,150,Failure
3,Forklift,540000,,Maintenance Service,50,Service
3,Forklift,543000,,Maintenance Service,50,Service
3,Forklift,543807,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,546000,,Maintenance Service,50,Service
3,Forklift,546803,Brake System,Replaced Brake System,200,Failure
3,Forklift,547303,Brake System,Preemptive Replacement of Brake System,200,Preemptive Replacement
3,Forklift,549000,,Maintenance Service,50,Service
3,Forklift,552000,,Maintenance Service,50,Service
3,Forklift,552665,Battery,Replaced Battery,150,Failure
3,Forklift,554782,Brake System,Replaced Brake System,200,Failure
3,Forklift,555000,,Maintenance Service,50,Service
3,Forklift,558000,,Maintenance Service,50,Service
3,Forklift,559571,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,561000,,Maintenance Service,50,Service
3,Forklift,563560,Brake System,Replaced Brake System,200,Failure
3,Forklift,564000,,Maintenance Service,50,Service
3,Forklift,564792,Battery,Replaced Battery,150,Failure
3,Forklift,565292,Wiring Harness,Preemptive Replacement of Wiring Harness,300,Preemptive Replacement
3,Forklift,567000,,Maintenance Service,50,Service
3,Forklift,570000,,Maintenance Service,50,Service
3,Forklift,572734,Brake System,Replaced Brake System,200,Failure
3,Forklift,573000,,Maintenance Service,50,Service
3,Forklift,576000,,Maintenance Service,50,Service
3,Forklift,578084,Battery,Replaced Battery,150,Failure
3,Forklift,579000,,Maintenance Service,50,Service
3,Forklift,580196,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,581927,Brake System,Replaced Brake System,200,Failure
3,Forklift,582000,,Maintenance Service,50,Service
3,Forklift,585000,,Maintenance Service,50,Service
3,Forklift,588000,,Maintenance Service,50,Service
3,Forklift,590941,Brake System,Replaced Brake System,200,Failure
3,Forklift,591000,,Maintenance Service,50,Service
3,Forklift,591499,Battery,Replaced Battery,150,Failure
3,Forklift,591999,Wiring Harness,Preemptive Replacement of Wiring Harness,300,Preemptive Replacement
3,Forklift,594000,,Maintenance Service,50,Service
3,Forklift,597000,,Maintenance Service,50,Service
3,Forklift,600000,,Maintenance Service,50,Service
3,Forklift,600198,Brake System,Replaced Brake System,200,Failure
3,Forklift,603000,,Maintenance Service,50,Service
3,Forklift,604457,Battery,Replaced Battery,150,Failure
3,Forklift,606000,,Maintenance Service,50,Service
3,Forklift,607168,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,609000,,Maintenance Service,50,Service
3,Forklift,609924,Brake System,Replaced Brake System,200,Failure
3,Forklift,612000,,Maintenance Service,50,Service
3,Forklift,615000,,Maintenance Service,50,Service
3,Forklift,617478,Battery,Replaced Battery,150,Failure
3,Forklift,618000,,Maintenance Service,50,Service
3,Forklift,619372,Brake System,Replaced Brake System,200,Failure
3,Forklift,621000,,Maintenance Service,50,Service
3,Forklift,621301,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,624000,,Maintenance Service,50,Service
3,Forklift,627000,,Maintenance Service,50,Service
3,Forklift,628660,Brake System,Replaced Brake System,200,Failure
3,Forklift,630000,,Maintenance Service,50,Service
3,Forklift,630445,Battery,Replaced Battery,150,Failure
3,Forklift,633000,,Maintenance Service,50,Service
3,Forklift,635715,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,636000,,Maintenance Service,50,Service
3,Forklift,638625,Brake System,Replaced Brake System,200,Failure
3,Forklift,639000,,Maintenance Service,50,Service
3,Forklift,642000,,Maintenance Service,50,Service
3,Forklift,644126,Battery,Replaced Battery,150,Failure
3,Forklift,645000,,Maintenance Service,50,Service
3,Forklift,647849,Brake System,Replaced Brake System,200,Failure
3,Forklift,648000,,Maintenance Service,50,Service
3,Forklift,649727,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,651000,,Maintenance Service,50,Service
3,Forklift,654000,,Maintenance Service,50,Service
3,Forklift,657000,,Maintenance Service,50,Service
3,Forklift,657093,Brake System,Replaced Brake System,200,Failure
3,Forklift,657100,Battery,Replaced Battery,150,Failure
3,Forklift,660000,,Maintenance Service,50,Service
3,Forklift,663000,,Maintenance Service,50,Service
3,Forklift,664559,Wiring Harness,Replaced Wiring Harness,300,Failure
3,Forklift,665059,Wiring Harness,Preemptive Replacement of Wiring Harness,300,Preemptive Replacement
3,Forklift,666000,,Maintenance Service,50,Service
3,Forklift,666683,Brake System,Replaced Brake System,200,Failure
3,Forklift,669000,,Maintenance Service,50,Service
4,Forklift,3000,,Maintenance Service,50,Service
4,Forklift,6000,,Maintenance Service,50,Service
4,Forklift,8112,Brake System,Replaced Brake System,200,Failure
4,Forklift,9000,,Maintenance Service,50,Service
4,Forklift,12000,,Maintenance Service,50,Service
4,Forklift,12038,Battery,Replaced Battery,150,Failure
4,Forklift,15000,,Maintenance Service,50,Service
4,Forklift,15026,Wiring Harness,Replaced Wiring Harness,300,Failure
4,Forklift,17027,Brake System,Replaced Brake System,200,Failure
4,Forklift,18000,,Maintenance Service,50,Service
4,Forklift,21000,,Maintenance Service,50,Service
4,Forklift,24000,,Maintenance Service,50,Service
4,Forklift,25133,Battery,Replaced Battery,150,Failure
4,Forklift,26243,Brake System,Replaced Brake System,200,Failure
4,Forklift,27000,,Maintenance Service,50,Service
4,Forklift,30000,,Maintenance Service,50,Service
4,Forklift,30470,Wiring Harness,Replaced Wiring Harness,300,Failure
4,Forklift,30970,Battery,Preemptive Replacement of Battery,150,Preemptive Replacement
4,Forklift,33000,,Maintenance Service,50,Service
4,Forklift,35165,Brake System,Replaced Brake System,200,Failure
4,Forklift,36000,,Maintenance Service,50,Service
4,Forklift,39000,,Maintenance Service,50,Service
4,Forklift,42000,,Maintenance Service,50,Service
4,Forklift,43412,Battery,Replaced Battery,150,Failure
4,Forklift,44066,Brake System,Replaced Brake System,200,Failure
4,Forklift,45000,,Maintenance Service,50,Service
4,Forklift,45225,Wiring Harness,Replaced Wiring Harness,300,Failure
4,Forklift,48000,,Maintenance Service,50,Service
4,Forklift,51000,,Maintenance Service,50,Service
4,Forklift,53737,Brake System,Replaced Brake System,200,Failure
4,Forklift,54000,,Maintenance Service,50,Service
4,Forklift,56382,Battery,Replaced Battery,150,Failure
4,Forklift,57000,,Maintenance Service,50,Service
4,Forklift,60000,,Maintenance Service,50,Service
4,Forklift,60640,Wiring Harness,Replaced Wiring Harness,300,Failure
4,Forklift,62969,Brake System,Replaced Brake System,200,Failure
4,Forklift,63000,,Maintenance Service,50,Service
4,Forklift,66000,,Maintenance Service,50,Service
4,Forklift,69000,,Maintenance Service,50,Service
4,Forklift,69786,Battery,Replaced Battery,150,Failure
4,Forklift,72000,,Maintenance Service,50,Service
4,Forklift,72172,Brake System,Replaced Brake System,200,Failure
4,Forklift,75000,,Maintenance Service,50,Service
4,Forklift,75678,Wiring Harness,Replaced Wiring Harness,300,Failure
4,Forklift,78000,,Maintenance Service,50,Service
4,Forklift,81000,,Maintenance Service,50,Service
4,Forklift,82135,Brake System,Replaced Brake System,200,Failure
4,Forklift,83761,Battery,Replaced Battery,150,Failure
4,Forklift,84000,,Maintenance Service,50,Service
4,Forklift,87000,,Maintenance Service,50,Service
4,Forklift,90000,,Maintenance Service,50,Service
4,Forklift,90467,Wiring Harness,Replaced Wiring Harness,300,Failure
4,Forklift,91767,Brake System,Replaced Brake System,200,Failure
4,Forklift,93000,,Maintenance Service,50,Service
4,Forklift,96000,,Maintenance Service,50,Service
4,Forklift,97080,Battery,Replaced Battery,150,Failure
4,Forklift,99000,,Maintenance Service,50,Service
4,Forklift,100666,Brake System,Replaced Brake System,200,Failure
4,Forklift,102000,,Maintenance Service,50,Service
4,Forklift,105000,,Maintenance Service,50,Service
4,Forklift,105311,Wiring Harness,Replaced Wiring Harness,300,Failure
4,Forklift,108000,,Maintenance Service,50,Service
4,Forklift,110197,Brake System,Replaced Brake System,200,Failure
4,Forklift,110728,Battery,Replaced Battery,150,Failure
4,Forklift,111000,,Maintenance Service,50,Service
4,Forklift,111228,Wiring Harness,Preemptive Replacement of Wiring Harness,300,Preemptive Replacement
4,Forklift,114000,,Maintenance Service,50,Service
4,Forklift,117000,,Maintenance Service,50,Service
4,Forklift,119142,Brake System,Replaced Brake System,200,Failure
4,Forklift,120000,,Maintenance Service,50,Service
4,Forklift,123000,,Maintenance Service,50,Service
4,Forklift,123546,Battery,Replaced Battery,150,Failure
4,Forklift,124687,Wiring Harness,Replaced Wiring Harness,300,Failure
4,Forklift,126000,,Maintenance Service,50,Service
4,Forklift,128385,Brake System,Replaced Brake System,200,Failure
4,Forklift,129000,,Maintenance Service,50,Service
4,Forklift,132000,,Maintenance Service,50,Service
4,Forklift,135000,,Maintenance Service,50,Service
4,Forklift,137331,Battery,Replaced Battery,150,Failure
4,Forklift,137573,Brake System,Replaced Brake System,200,Failure
4,Forklift,138000,,Maintenance Service,50,Service
4,Forklift,138768,Wiring Harness,Replaced Wiring Harness,300,Failure
4,Forklift,141000,,Maintenance Service,50,Service
4,Forklift,144000,,Maintenance Service,50,Service
4,Forklift,146357,Brake System,Replaced Brake System,200,Failure
4,Forklift,147000,,Maintenance Service,50,Service
4,Forklift,150000,,Maintenance Service,50,Service
4,Forklift,151315,Battery,Replaced Battery,150,Failure
4,Forklift,152536,Wiring Harness,Replaced Wiring Harness,300,Failure
4,Forklift,153000,,Maintenance Service,50,Service
4,Forklift,155306,Brake System,Replaced Brake System,200,Failure
4,Forklift,156000,,Maintenance Service,50,Service
4,Forklift,159000,,Maintenance Service,50,Service
4,Forklift,162000,,Maintenance Service,50,Service
4,Forklift,164678,Brake System,Replaced Brake System,200,Failure
4,Forklift,165000,,Maintenance Service,50,Service
4,Forklift,165046,Battery,Replaced Battery,150,Failure
4,Forklift,165546,Wiring Harness,Preemptive Replacement of Wiring Harness,300,Preemptive Replacement
